CardID,Name,Rarity,Type,Life,Cost,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
OP05-065,サン五郎,C,CHARACTER,,コスト6,打,8000,1000,紫,麦わらの一味,-,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP05-066,ジンベエ,C,CHARACTER,,コスト5,打,6000,1000,紫,魚人族/麦わらの一味,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のターン中】自分の場にドン‼が10枚ある場合、このキャラはパワー+1000。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP05-070,フラの介,UC,CHARACTER,,コスト5,打,4000,2000,紫,麦わらの一味,【ドン‼×1】自分の場にドン‼が8枚以上ある場合、このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP09-061,モンキー・Ｄ・ルフィ,L,LEADER,ライフ4,,打,5000,-,紫/黒,四皇/麦わらの一味,【ドン‼×1】自分のキャラすべてを、コスト+1。【自分のターン中】【ターン1回】自分の場のドン!!が2枚以上ドン!!デッキに戻された時、ドン!!デッキから、ドン!!1枚までをアクティブで追加し、さらに1枚までをレストで追加する。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP09-063,ウソップ,C,CHARACTER,,コスト4,射,6000,1000,紫,麦わらの一味,-,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP09-070,ナミ,UC,CHARACTER,,コスト3,特,2000,2000,紫,麦わらの一味,【登場時】自分の場のドン‼を1枚以上ドン‼デッキに戻すことができる：自分のリーダーかキャラ1枚にレストのドン!!2枚までを、付与する。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP09-076,ロロノア・ゾロ,R,CHARACTER,,コスト3,斬,5000,-,紫,麦わらの一味,【登場時】自分の場のドン‼を1枚以上ドン‼デッキに戻すことができる：ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP09-077,ゴムゴムの雷,UC,EVENT,,コスト2,-,-,-,紫,四皇/麦わらの一味,【メイン】ドン!!-2(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のパワー6000以下のキャラ1枚までを、KOする。,【】ドン!!デッキからドン!!1枚までを、アクティブで追加する。,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
OP09-078,ゴムゴムの巨人,R,EVENT,,コスト1,-,-,-,紫,四皇/麦わらの一味,"【カウンター】ドン!!-2,自分の手札1枚を捨てることができる：自分のリーダーが特徴《麦わらの一味》を持つ場合、自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、カード2枚を引く。",,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
ST14-010,ブルック,C,CHARACTER,,コスト5,斬,7000,1000,黒,麦わらの一味,-,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
ST26-001,おそばマスク,C,CHARACTER,,コスト7,打,9000,-,紫,麦わらの一味,手札のこのカードは、自分の元々のパワー7000以上のキャラの、「サン五郎」か「サンジ」がいる場合、コスト-5。【登場時】自分の、「サン五郎」と「サンジ」すべてを、持ち主の手札に戻す。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
ST26-002,トニートニー・チョッパー,C,CHARACTER,,コスト3,知,4000,1000,紫,動物/麦わらの一味,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手の、コスト1以下のキャラかドン‼1枚までを、レストにする。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
ST26-003,ニコ・ロビン,SR,CHARACTER,,コスト3,打,4000,2000,紫,麦わらの一味,【登場時】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
ST26-004,フランキー将軍,C,CHARACTER,,コスト8,射,10000,-,紫,麦わらの一味,【登場時】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のキャラ2枚までを、このターン中、パワー-2000。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
ST26-005,モンキー・Ｄ・ルフィ,SR,CHARACTER,,コスト6,打,7000,-,紫,麦わらの一味,【登場時】/【アタック時】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーが多色で、相手の場のドン‼が5枚以上ある場合、自分の特徴《麦わらの一味》を持つリーダーを、次の相手のエンドフェイズ終了時まで、元々のパワー7000にする。,,スタートデッキ 紫黒 モンキー・D・ルフィ【ST-26】,,550026,"スタートデッキ <br class=""spInline"">紫黒 モンキー・D・ルフィ【ST-26】"
