CardID,Name,Rarity,Type,Cost_Life_Type,Cost_Life_Value,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
EB01-015,スクラッチメン・アプー,R,CHARACTER,コスト,1,特,1000,2000,緑,超新星/オンエア海賊団,【登場時】相手のコスト2以下のキャラ1枚までを、レストにする。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-019,ジュエリー・ボニー,L,LEADER,ライフ,5,特,5000,-,緑,超新星/ボニー海賊団,【相手のアタック時】【ターン1回】自分のドン‼1枚をレストにできる：相手の、リーダーかキャラ1枚までを、レストにする。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-021,ウルージ,R,CHARACTER,コスト,4,打,5000,1000,緑,超新星/破戒僧海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン終了時】自分のドン!!1枚までを、アクティブにする。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-023,カリブー,UC,CHARACTER,コスト,4,特,5000,1000,緑,超新星/カリブー海賊団,自分のレストのドン‼が6枚以上ある場合、このキャラはパワー+1000。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-025,コリブー,C,CHARACTER,コスト,3,打,3000,-,緑,超新星/カリブー海賊団,【登場時】自分の手札からコスト4以下の「カリブー」1枚までを、レストで登場させる。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-031,バルトロメオ,UC,CHARACTER,コスト,3,特,4000,1000,緑,超新星/バルトクラブ,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン中】【ターン1回】キャラが自分の効果でレストになった時、カード1枚を引き、自分の手札1枚を捨てる。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-033,モンキー・Ｄ・ルフィ,UC,CHARACTER,コスト,5,打,6000,1000,緑,超新星/麦わらの一味,自分のキャラが3枚以上いる場合、自分の、「モンキー・Ｄ・ルフィ」以外のコスト3以下のキャラは相手の効果でKOされない。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-034,ロロノア・ゾロ,UC,CHARACTER,コスト,1,斬,2000,1000,緑,超新星/麦わらの一味,【アタック時】自分のキャラが3枚以上いる場合、このキャラは、このターン中、パワー+2000。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-036,鬼気 九刀流 阿修羅 魔九閃,R,EVENT,コスト,2,-,-,-,緑,超新星/麦わらの一味,【メイン】自分のリーダーかキャラ1枚までを、このターン中、パワー+3000。その後、自分のコスト3以上のキャラ1枚をレストにできる。そうした場合、相手のコスト5以下のキャラ1枚までを、レストにする。,【】相手のコスト4以下のキャラ1枚までを、レストにする。,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
OP07-037,ピザお～か～わ～り～!!!,UC,EVENT,コスト,1,-,-,-,緑,超新星/ボニー海賊団,【メイン】自分のデッキの上から5枚を見て、「ピザお～か～わ～り～!!!」以外の特徴《超新星》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【】カード1枚を引く。,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
ST24-001,カポネ・ベッジ,C,CHARACTER,コスト,2,射,1000,1000,緑,超新星/ファイアタンク海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のレストのカードが6枚以上ある場合、カード1枚を引き、自分の手札1枚を捨てる。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
ST24-002,キッド＆キラー,SR,CHARACTER,コスト,2,斬/特,2000,1000,緑,超新星/キッド海賊団,【登場時】自分のデッキの上から5枚を見て、特徴《超新星》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。【相手のアタック時】このキャラをトラッシュに置くことができる：自分のドン!!1枚までを、アクティブにする。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
ST24-003,バジル・ホーキンス,C,CHARACTER,コスト,4,斬,4000,2000,緑,超新星/ホーキンス海賊団,【自分のターン終了時】自分のドン!!1枚までを、アクティブにする。,,スタートデッキ 緑 ジュエリー・ボニー【ST-24】,,550024,"スタートデッキ <br class=""spInline"">緑 ジュエリー・ボニー【ST-24】"
