CardID,Name,Rarity,Type,Life,Cost,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
P-029,バルトロメオ,P,CHARACTER,,コスト2,特,3000,1000,緑,FILM/超新星/バルトクラブ,【自分のターン終了時】このキャラをレストにできる：自分の「バルトロメオ」以外の特徴《FILM》を持つキャラ1枚までを、アクティブにする。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
P-057,ウタカタララバイ,P,EVENT,,コスト3,-,-,-,緑,音楽/FILM,【メイン】自分のリーダーが「ウタ」の場合、相手のレストのコスト4以下のキャラ2枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,【】このカードの【メイン】効果を発動する。,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
P-058,風のゆくえ,P,EVENT,,コスト2,-,-,-,緑,音楽/FILM,【メイン】自分のリーダーが「ウタ」の場合、このターン終了時、自分の特徴《FILM》を持つキャラすべてを、アクティブにする。,【】自分の特徴《FILM》を持つキャラすべてを、アクティブにする。,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
P-059,世界のつづき,P,EVENT,,コスト2,-,-,-,緑,音楽/FILM,【カウンター】自分のリーダーが「ウタ」の場合、自分の場のキャラを任意の枚数手札に戻してもよい。自分のリーダーかキャラ1枚までは、このバトル中、戻したキャラ1枚につきパワー+2000。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
P-060,Tot Musica,P,EVENT,,コスト2,-,-,-,緑,音楽/FILM,【メイン】自分の「ウタ」1枚をレストにできる：相手のドン‼2枚までを、レストにする。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
P-061,モンキー・D・ルフィ,P,CHARACTER,,コスト8,打,10000,1000,緑,FILM/麦わらの一味,-,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST11-001,ウタ,L,LEADER,ライフ5,,特,5000,-,緑,FILM,【ドン‼×1】【アタック時】【ターン1回】自分のデッキの上から1枚を公開し、特徴《FILM》を持つカード1枚までを、手札に加える。その後、残りをデッキの下に置く。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST11-003,逆光,C,EVENT,,コスト2,-,-,-,緑,音楽/FILM,【メイン】自分のリーダーが「ウタ」の場合、以下から1つを選ぶ。・相手のコスト5以下のキャラ1枚までを、レストにする。・相手のレストのコスト5以下のキャラ1枚までを、KOする。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST11-004,新時代,SR,EVENT,,コスト1,-,-,-,緑,音楽/FILM,【メイン】自分のリーダーが「ウタ」の場合、自分のデッキの上から3枚を見て、「新時代」以外の特徴《FILM》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分のドン‼1枚までを、アクティブにする。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST11-005,私は最強,C,EVENT,,コスト3,-,-,-,緑,音楽/FILM,【メイン】自分のリーダーの「ウタ」1枚までを、アクティブにする。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST16-001,ウタ,SR,CHARACTER,,コスト4,特,6000,-,緑,FILM,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【起動メイン】【ターン1回】自分の手札から特徴《FILM》を持つカード1枚を捨てることができる：自分のリーダーかキャラ1枚にレストのドン‼1枚までを、付与する。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST16-002,ゴードン,C,CHARACTER,,コスト2,知,-,1000,緑,FILM,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のアタック時】自分の手札から特徴《音楽》を持つカードを任意の枚数捨ててもよい。捨てたカード1枚につき、自分のリーダーかキャラ1枚は、このバトル中、パワー+1000。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST16-003,シャーロット・カタクリ,C,CHARACTER,,コスト3,打,4000,1000,緑,FILM/ビッグ・マム海賊団,自分のリーダーが特徴《FILM》を持ち、自分のレストのカードが6枚以上ある場合、このキャラのパワー+2000。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST16-004,シャンクス,SR,CHARACTER,,コスト9,斬,11000,-,緑,FILM/四皇/赤髪海賊団,【登場時】相手のレストのキャラ1枚までを、KOする。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
ST16-005,モンキー・D・ルフィ,C,CHARACTER,,コスト2,打,3000,2000,緑,FILM/超新星/麦わらの一味,自分の「ウタ」がレストの場合、このキャラのパワー+1000。,,スタートデッキ 緑 ウタ【ST-16】,,550016,スタートデッキ 緑 ウタ【ST-16】
